,[idKey],[TduCompanyName],[RepCompany],[Product],[kwh500],[kwh1000],[kwh2000],[Fees/Credits],[PrePaid],[TimeOfUse],[Fixed],[RateType],[Renewable],[TermValue],[CancelFee],[Website],[SpecialTerms],[TermsURL],[Promotion],[PromotionDesc],[FactsURL],[EnrollURL],[PrepaidURL],[EnrollPhone],[NewCustomer],[MinUsageFeesCredits],[Language],[Rating]
418,17319,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,AMIGO ENERGY,PTC Plan - 24,0.105,0.105,0.105,,False,False,1.0,Fixed,10.0,24.0,175.00 per ESIID,https://www.amigoenergy.com/,"Lock in your energy rate for 24 months with no Base Charges, no Minimum Use fees or Payment fees!! Transmission and distribution costs passed through at cost. Available for new customers only. This program includes additional fees. Please refer to the Electricity Facts Label for additional details. Call our Customer Hotline 1-888-995-9299",https://webs.amigoenergy.com/Generate_Docs/TosyracLink.aspx?RID=1ooFPDQ97Yo=&RCID=mUrxqmy/vq8=&L=6f+Ch9flI7k=,False,,https://webs.amigoenergy.com/Generate_Docs/Generate_EflLinks.aspx?RID=1ooFPDQ97Yo=&RCID=mUrxqmy/vq8=&L=6f+Ch9flI7k=&dt=2/5/2020,https://www.amigoenergy.com/energy-rates-and-plans?pc=PTC,,(888) 995-9299,True,False,English,1.0
417,17317,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,AMIGO ENERGY,PTC Plan - 12,0.10800000000000001,0.10800000000000001,0.10800000000000001,,False,False,1.0,Fixed,10.0,12.0,175.00 per ESIID,https://www.amigoenergy.com/,"Lock in your energy rate for 12 months with no Base Charges, no Minimum Use fees or Payment fees!! Transmission and distribution costs passed through at cost. Available for new customers only. This program includes additional fees. Please refer to the Electricity Facts Label for additional details. Call our Customer Hotline 1-888-995-9299",https://webs.amigoenergy.com/Generate_Docs/TosyracLink.aspx?RID=75E4y+BjpTs=&RCID=mUrxqmy/vq8=&L=6f+Ch9flI7k=,False,,https://webs.amigoenergy.com/Generate_Docs/Generate_EflLinks.aspx?RID=75E4y+BjpTs=&RCID=mUrxqmy/vq8=&L=6f+Ch9flI7k=&dt=2/5/2020,https://www.amigoenergy.com/energy-rates-and-plans?pc=PTC,,(888) 995-9299,True,False,English,1.0
182,22771,AEP TEXAS CENTRAL COMPANY,AMIGO ENERGY,PTC Plan - 16,0.11599999999999999,0.113,0.11199999999999999,,False,False,1.0,Fixed,11.0,16.0,175.00 per ESIID,,"Lock in your energy rate for 16 months with no Base Charges, no Minimum Use fees or Payment fees! Transmission and distribution costs passed through at cost. Available for new customers only. This program includes additional fees. Please refer to the Electricity Facts Label for additional details.",https://webs.amigoenergy.com/Generate_Docs/TosyracLink.aspx?RID=nifF6qyaTFo=&RCID=mUrxqmy/vq8=&L=6f+Ch9flI7k=,False,,https://webs.amigoenergy.com/Generate_Docs/Generate_EflLinks.aspx?RID=nifF6qyaTFo=&RCID=mUrxqmy/vq8=&L=6f+Ch9flI7k=&dt=2/5/2020,https://www.amigoenergy.com/energy-rates-and-plans?pc=PTC,,(888) 995-9299,True,False,English,1.0
268,20509,AEP TEXAS NORTH COMPANY,AP GAS & ELECTRIC (TX) LLC,TrueClassic 4,0.114,0.09699999999999999,0.08900000000000001,,False,False,1.0,Fixed,6.0,4.0,$150.00,www.apge.com,Lock in a straightforward fixed rate plan that gives you price security for the next 4 months. Flexible. Affordable. Energy. That's APG&E!,https://enroll.apge.com/Offer/getDocument?documentId=49&offerCode=AEN_RES_4_FIXED_WEB_SRB,False,,https://enroll.apge.com/Offer/getDocument?documentId=56&offerCode=AEN_RES_4_FIXED_WEB_SRB,http://www.apge.com/lp/tx_p2c?utm_source=tx_p2c&utm_campaign=4_month&utm_medium=AEN&utm_rate=4.2,,(877) 544-4857,True,False,English,3.0
459,20516,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,AP GAS & ELECTRIC (TX) LLC,TrueClassic 4,0.10099999999999999,0.09,0.084,,False,False,1.0,Fixed,6.0,4.0,150.00,www.apge.com,Lock in a straightforward fixed rate plan that gives you price security for the next 8 months. Flexible. Affordable. Energy. That's APG&E!,https://enroll.apge.com/Offer/getDocument?documentId=105&offerCode=CTP_RES_4_FIXED_WEB_SRB,False,,https://enroll.apge.com/Offer/getDocument?documentId=106&offerCode=CTP_RES_4_FIXED_WEB_SRB,http://www.apge.com/lp/tx_p2c?utm_source=tx_p2c&utm_campaign=6_month&utm_medium=CTP&utm_rate=3.2,,(877) 544-4857,True,False,English,3.0
458,20515,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,AP GAS & ELECTRIC (TX) LLC,TrueClassic 5,0.11599999999999999,0.105,0.099,,False,False,1.0,Fixed,6.0,5.0,150.00,www.apge.com,Lock in a straightforward fixed rate plan that gives you price security for the next 5 months. Flexible. Affordable. Energy. That's APG&E!,https://enroll.apge.com/Offer/getDocument?documentId=105&offerCode=CTP_RES_5_FIXED_WEB_SRB,False,,https://enroll.apge.com/Offer/getDocument?documentId=106&offerCode=CTP_RES_5_FIXED_WEB_SRB,http://www.apge.com/lp/tx_p2c?utm_source=tx_p2c&utm_campaign=5_month&utm_medium=CTP&utm_rate=3.6,,(877) 544-4857,True,False,English,3.0
99,20505,AEP TEXAS CENTRAL COMPANY,AP GAS & ELECTRIC (TX) LLC,TrueClassic 6,0.147,0.132,0.124,,False,False,1.0,Fixed,6.0,6.0,150.00,www.apge.com,Lock in a straightforward fixed rate plan that gives you price security for the next 8 months. Flexible. Affordable. Energy. That's APG&E!,https://enroll.apge.com/Offer/getDocument?documentId=105&offerCode=AEC_RES_6_FIXED_WEB_SRB,False,,https://enroll.apge.com/Offer/getDocument?documentId=106&offerCode=AEC_RES_6_FIXED_WEB_SRB,http://www.apge.com/lp/tx_p2c?utm_source=tx_p2c&utm_campaign=6_month&utm_medium=AEC&utm_rate=4.2,,(877) 544-4857,True,False,English,3.0
77,18540,AEP TEXAS CENTRAL COMPANY,CHAMPION ENERGY SERVICES LLC,Free Weekends-12,0.128,0.11900000000000001,0.115,,False,True,1.0,Fixed,16.0,12.0,150.00,https://www.championenergyservices.com/Residential/Sign-Up?promo=powertochoose&agentid=ptclfw12,"Free electricity during the weekends (all day Saturday and Sunday, from 12 midnight Friday night to 11:59pm Sunday night).Lock in a fixed rate by calling 877.653.5090. 24/7 Customer Care based in Texas. Weekly usage reports, free payment options, and Connect-A-Friend Referral program. Champion Energy ranks “Highest in Customer Satisfaction with Retail Electric Service in Texas” according to the J.D. Power 2015 Texas Residential Retail Electric Service Satisfaction Study and is A+ Rated with the BBB.Studies and is A+ Rated with the BBB and winner of the 2013 Pinnacle Award.",https://web.championenergyservices.com/Portals/0/Documents/FulfillmentDocuments_TX/Residential/TOS/TEXAS_TOS_050118.pdf,False,,https://docs.championenergyservices.com/ExternalDocs?planname=PN2415&state=TX&language=EN,https://www.championenergyservices.com/Residential/Sign-Up?promo=powertochoose,,(877) 653-5090,False,False,English,5.0
841,16539,TEXAS-NEW MEXICO POWER COMPANY,CHAMPION ENERGY SERVICES LLC,Champ Saver-12,0.13699999999999998,0.13,0.126,,False,False,1.0,Fixed,16.0,12.0,150.00,https://www.championenergyservices.com/Residential/Sign-Up?promo=powertochoose&agentid=ptcl12,,https://web.championenergyservices.com/Portals/0/Documents/FulfillmentDocuments_TX/Residential/TOS/TEXAS_TOS_050118.pdf,False,,https://docs.championenergyservices.com/ExternalDocs?planname=PN2435&state=TX&language=EN,https://www.championenergyservices.com/Residential/Sign-Up?promo=powertochoose,,(877) 653-5090,False,False,English,5.0
311,16531,AEP TEXAS NORTH COMPANY,CHAMPION ENERGY SERVICES LLC,Champ Saver-16,0.13,0.12,0.114,,False,False,1.0,Fixed,16.0,16.0,250.00,https://www.championenergyservices.com/Residential/Sign-Up?promo=powertochoose&agentid=ptcl18,Secured prices and reliability for the next 18 months!,https://web.championenergyservices.com/Portals/0/Documents/FulfillmentDocuments_TX/Residential/TOS/TEXAS_TOS_050118.pdf,False,,https://docs.championenergyservices.com/ExternalDocs?planname=PN2425&state=TX&language=EN,https://www.championenergyservices.com/Residential/Sign-Up?promo=powertochoose,,(877) 653-5090,False,False,English,5.0
409,16509,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,CHAMPION ENERGY SERVICES LLC,Champ Saver-12,0.122,0.11699999999999999,0.114,,False,False,1.0,Fixed,16.0,12.0,150.00,https://www.championenergyservices.com/Residential/Sign-Up?promo=powertochoose&agentid=ptcl12,,https://web.championenergyservices.com/Portals/0/Documents/FulfillmentDocuments_TX/Residential/TOS/TEXAS_TOS_050118.pdf,False,,https://docs.championenergyservices.com/ExternalDocs?planname=PN2391&state=TX&language=EN,https://www.championenergyservices.com/Residential/Sign-Up?promo=powertochoose,,(877) 653-5090,False,False,English,5.0
51,16523,AEP TEXAS CENTRAL COMPANY,CHAMPION ENERGY SERVICES LLC,Champ Saver-24,0.126,0.11699999999999999,0.11199999999999999,,False,False,1.0,Fixed,16.0,24.0,250.00,https://www.championenergyservices.com/Residential/Sign-Up?promo=powertochoose&agentid=ptcl24,,https://web.championenergyservices.com/Portals/0/Documents/FulfillmentDocuments_TX/Residential/TOS/TEXAS_TOS_050118.pdf,False,,https://docs.championenergyservices.com/ExternalDocs?planname=PN2418&state=TX&language=EN,https://www.championenergyservices.com/Residential/Sign-Up?promo=powertochoose,,(877) 653-5090,False,False,English,5.0
547,22783,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,CHARIOT ENERGY,Chariot Choice 15,0.10800000000000001,0.102,0.1,,False,False,1.0,Fixed,100.0,15.0,49.00,https://chariotenergy.com/,"Sign-up today and receive regret-free 100% clean renewable energy at prices competitive to traditional power. We’re committed to providing our customers transparency, simplicity and clean energy backed by world class customer experience.",https://signup.mychariotenergy.com/Home/TOS?productId=25535,False,,https://signup.mychariotenergy.com/Home/EFl?productId=25535&Promo=,https://signup.mychariotenergy.com/Home/index?ProductCode=RN15000055&Promo=PTC,,(855) 524-2746,False,False,English,3.0
522,22451,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,CHARIOT ENERGY,Chariot Choice 3,0.077,0.071,0.069,,False,False,1.0,Fixed,100.0,3.0,49.00,https://chariotenergy.com/,"Sign-up today and receive regret-free 100% clean renewable energy at prices competitive to traditional power. We’re committed to providing our customers transparency, simplicity and clean energy backed by world class customer experience.",https://signup.chariotenergy.com/Home/TOS?productId=25604,False,,https://signup.chariotenergy.com/Home/EFl?productId=25604&Promo=,https://signup.chariotenergy.com/Home/index?ProductCode=RN03000002&Promo=PTC,,(855) 524-2746,False,False,English,3.0
710,21694,ONCOR ELECTRIC DELIVERY COMPANY,CHARIOT ENERGY,Chariot Choice 24,0.1,0.096,0.095,,False,False,1.0,Fixed,100.0,24.0,49.00,https://chariotenergy.com/,"Sign-up today and receive regret-free 100% clean renewable energy at prices competitive to traditional power.  We’re committed to providing our customers transparency, simplicity and clean energy backed by world class customer experience.",https://signup.chariotenergy.com/Home/TOS?productId=25567,False,,https://signup.chariotenergy.com/Home/EFl?productId=25567,https://signup.chariotenergy.com/Home/index?ProductCode=RN24000016&Promo=PTC,,(855) 524-2746,False,False,English,3.0
161,22454,AEP TEXAS CENTRAL COMPANY,CHARIOT ENERGY,Chariot Choice 3,0.09300000000000001,0.084,0.08,,False,False,1.0,Fixed,100.0,3.0,49.00,https://chariotenergy.com/,"Sign-up today and receive regret-free 100% clean renewable energy at prices competitive to traditional power. We’re committed to providing our customers transparency, simplicity and clean energy backed by world class customer experience.",https://signup.chariotenergy.com/Home/TOS?productId=25030,False,,https://signup.chariotenergy.com/Home/EFl?productId=25030,https://signup.chariotenergy.com/Home/index?ProductCode=RN03000005&Promo=PTC,,(855) 524-2746,False,False,English,3.0
786,22455,TEXAS-NEW MEXICO POWER COMPANY,CHARIOT ENERGY,Chariot Choice 3,0.09300000000000001,0.085,0.081,,False,False,1.0,Fixed,100.0,3.0,49.00,https://chariotenergy.com/,"Sign-up today and receive regret-free 100% clean renewable energy at prices competitive to traditional power. We’re committed to providing our customers transparency, simplicity and clean energy backed by world class customer experience.",https://signup.chariotenergy.com/Home/TOS?productId=25412,False,,https://signup.chariotenergy.com/Home/EFl?productId=25412,https://signup.chariotenergy.com/Home/index?ProductCode=RN03000001&Promo=PTC,,(855) 524-2746,False,False,English,3.0
495,21496,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,CHARIOT ENERGY,Chariot Choice 24,0.111,0.105,0.10300000000000001,,False,False,1.0,Fixed,100.0,24.0,49.00,https://chariotenergy.com/,"Sign-up today and receive regret-free 100% clean renewable energy at prices competitive to traditional power.  We’re committed to providing our customers transparency, simplicity and clean energy backed by world class customer experience.",https://signup.chariotenergy.com/Home/TOS?productId=25566,False,,https://signup.chariotenergy.com/Home/EFl?productId=25566,https://signup.chariotenergy.com/Home/index?ProductCode=RN24000015&Promo=PTC,,(855) 524-2746,False,False,English,3.0
860,18374,TEXAS-NEW MEXICO POWER COMPANY,CIRRO ENERGY,Smart Simple 24,0.13,0.122,0.11800000000000001,,False,False,1.0,Fixed,10.0,24.0,200.00,https://www.cirroenergy.com/signup/plans?tdsp_code=D0003&promo_code=WA198B&fromLP=ptc,"Paperless eBill and Bill Alert Options ::: 24/7 Local Customer Service ::: NO FEES for VISA, DISCOVER & MC::: Easy Online Account Access ::: This offer is for new customers only",https://signup.cirroenergy.com/files/0901751880b58ee7.pdf,False,,https://signup.cirroenergy.com/files/09017518822665c2.pdf,https://www.cirroenergy.com/signup/plans?tdsp_code=D0003&promo_code=WA198B&fromLP=ptc,,(844) 417-7180,True,False,English,3.0
623,17577,ONCOR ELECTRIC DELIVERY COMPANY,CIRRO ENERGY,Smart Basic 12,0.11199999999999999,0.109,0.107,,False,False,1.0,Fixed,10.0,12.0,150.00,https://www.cirroenergy.com/signup/plans?tdsp_code=D0002&promo_code=WA198B&fromLP=ptc,"Paperless eBill and Bill Alert Options ::: 24/7 Local Customer Service ::: NO FEES for VISA, DISCOVER & MC::: Easy Online Account Access ::: This offer is for new customers only",https://signup.cirroenergy.com/files/0901751880b58ee7.pdf,False,,https://signup.cirroenergy.com/files/0901751881e95416.pdf,https://www.cirroenergy.com/signup/plans?tdsp_code=D0002&promo_code=WA198B&fromLP=ptc,,(844) 417-7180,True,False,English,3.0
71,18370,AEP TEXAS CENTRAL COMPANY,CIRRO ENERGY,Smart Simple 24,0.13,0.121,0.11599999999999999,,False,False,1.0,Fixed,10.0,24.0,200.00,https://www.cirroenergy.com/signup/plans?tdsp_code=D0004&promo_code=WA198B&fromLP=ptc,"Paperless eBill and Bill Alert Options ::: 24/7 Local Customer Service ::: NO FEES for VISA, DISCOVER & MC::: Easy Online Account Access ::: This offer is for new customers only",https://signup.cirroenergy.com/files/0901751880b58ee7.pdf,False,,https://signup.cirroenergy.com/files/09017518822665be.pdf,https://www.cirroenergy.com/signup/plans?tdsp_code=D0004&promo_code=WA198B&fromLP=ptc,,(844) 417-7180,True,False,English,3.0
559,11681,ONCOR ELECTRIC DELIVERY COMPANY,CIRRO ENERGY,Smart Simple 6,0.096,0.09300000000000001,0.091,,False,False,1.0,Fixed,11.0,6.0,150.00,https://www.cirroenergy.com/espanol,"Paperless eBill and Bill Alert Options ::: 24/7 Local Customer Service ::: NO FEES for VISA, DISCOVER & MC::: Easy Online Account Access ::: This offer is for new customers only",https://signup.cirroenergy.com/files/0901751880b58ee7.pdf,False,,https://signup.cirroenergy.com/files/090175188226ef15.pdf,https://www.cirroenergy.com/signup/plans?tdsp_code=D0002&promo_code=WA198B&fromLP=ptc,,(844) 417-7180,True,False,English,3.0
859,18373,TEXAS-NEW MEXICO POWER COMPANY,CIRRO ENERGY,Smart Secure 12,0.136,0.136,0.136,,False,False,1.0,Fixed,10.0,12.0,150.00,https://www.cirroenergy.com/signup/plans?tdsp_code=D0003&promo_code=WA198B&fromLP=ptc,"Paperless eBill and Bill Alert Options ::: 24/7 Local Customer Service ::: NO FEES for VISA, DISCOVER & MC::: Easy Online Account Access ::: This offer is for new customers only",https://signup.cirroenergy.com/files/0901751880b58ee7.pdf,False,,https://signup.cirroenergy.com/files/090175188211458f.pdf,https://www.cirroenergy.com/signup/plans?tdsp_code=D0003&promo_code=WA198B&fromLP=ptc,,(844) 417-7180,True,False,English,3.0
621,18367,ONCOR ELECTRIC DELIVERY COMPANY,CIRRO ENERGY,Smart Simple 24,0.11900000000000001,0.113,0.111,,False,False,1.0,Fixed,10.0,24.0,200.00,https://www.cirroenergy.com/signup/plans?tdsp_code=D0002&promo_code=WA198B&fromLP=ptc,"Paperless eBill and Bill Alert Options ::: 24/7 Local Customer Service ::: NO FEES for VISA, DISCOVER & MC::: Easy Online Account Access ::: This offer is for new customers only",https://signup.cirroenergy.com/files/0901751880b58ee7.pdf,False,,https://signup.cirroenergy.com/files/09017518822665bc.pdf,https://www.cirroenergy.com/signup/plans?tdsp_code=D0002&promo_code=WA198B&fromLP=ptc,,(844) 417-7180,True,False,English,3.0
140,21855,AEP TEXAS CENTRAL COMPANY,CONSTELLATION NEWENERGY INC,36 Month,0.126,0.11699999999999999,0.113,,False,False,1.0,Fixed,16.0,36.0,99.00,https://www.constellation.com/content/constellation/en/campaigns/powertochoose.html,,https://signup.startexpower.constellation.com/Contract/01P8R.pdf/?language=EN,False,,https://signup.startexpower.constellation.com/Contract/01SEN.pdf/?language=EN,https://www.constellation.com/content/constellation/en/campaigns/powertochoose.html,,(855) 797-8465,False,False,English,2.0
230,21857,AEP TEXAS NORTH COMPANY,CONSTELLATION NEWENERGY INC,36 Month,0.134,0.124,0.11900000000000001,,False,False,1.0,Fixed,16.0,36.0,99.00,https://www.constellation.com/content/constellation/en/campaigns/powertochoose.html,,https://signup.startexpower.constellation.com/Contract/01PD2.pdf/?language=EN,False,,https://signup.startexpower.constellation.com/Contract/01TAE.pdf/?language=EN,https://www.constellation.com/content/constellation/en/campaigns/powertochoose.html,,(855) 797-8465,False,False,English,2.0
259,20724,AEP TEXAS NORTH COMPANY,CONSTELLATION NEWENERGY INC,3 Month Texas Wind,0.105,0.095,0.09,,False,False,1.0,Fixed,100.0,3.0,50.00,https://www.constellation.com/content/constellation/en/campaigns/powertochoose.html,,https://www.constellation.com/bin/residential/Terms_TX?versionNum=01HPG,False,,https://www.constellation.com/bin/residential/Terms_TX?versionNum=01UEG,https://www.constellation.com/content/constellation/en/campaigns/powertochoose.html,,(855) 797-8465,True,False,English,2.0
160,22397,AEP TEXAS CENTRAL COMPANY,CPL RETAIL ENERGY,Price Protection Plan 5,0.10800000000000001,0.094,0.087,,False,False,1.0,Fixed,15.0,5.0,135.00,https://www.cplretailenergy.com/texas/electricity-plans/msid/3051/pid/grid?utm_source=BD&utm_medium=ptc,This plan secures a low fixed rate for the term of the plan. Enroll now to avoid fluctuating rates. Monthly base charge $4.95. For new customers only.,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=CPL_FIXED_TOS_ENG_20191011.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FCARXXX1227_ENG_20200204.PDF,https://www.cplretailenergy.com/texas/electricity-plans/price-protection-5-ptc/msid/3051/pid/pp7?utm_source=BD&utm_medium=ptc,,(844) 664-2838,True,False,English,4.0
90,20090,AEP TEXAS CENTRAL COMPANY,CPL RETAIL ENERGY,Price Protection Plan 6,0.126,0.11199999999999999,0.105,,False,False,1.0,Fixed,15.0,6.0,135.00,https://www.cplretailenergy.com/texas/electricity-plans/price-protection-6/msid/3051/pid/pp6?utm_source=BD&utm_medium=ptc,This plan secures a low fixed rate for the term of the plan. Enroll now to avoid fluctuating rates. Monthly base charge $4.95. For new customers only.,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=CPL_FIXED_TOS_ENG_20191011.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FCARXXX1225_ENG_20200204.PDF,https://www.cplretailenergy.com/texas/electricity-plans/price-protection-6-ptc/msid/3051/pid/pp6?utm_source=BD&utm_medium=ptc,,(844) 664-2838,True,False,English,4.0
